"Subject_ID","Activity","Measurement","M_Estimate","Average_Measurement"
5,"Walking_Upstairs","tGravityAcc","std",-0.925170422907801
5,"Walking_Upstairs","tGravityAccMag","mean",0.0435562021989362
5,"Walking_Upstairs","tGravityAccMag","std",-0.136736383765957
6,"Laying","AngleGravity","mean",-0.129265905696491
6,"Laying","fBodyAcc","mean",-0.933621985964912
6,"Laying","fBodyAcc","std",-0.92872630327076
6,"Laying","fBodyAccJerk","mean",-0.952513900584795
6,"Laying","fBodyAccJerk","std",-0.955968051052632
6,"Laying","fBodyAccMag","mean",-0.91235165222807
6,"Laying","fBodyAccMag","std",-0.905373979824561
6,"Laying","fBodyBodyAccJerkMag","mean",-0.948655471052632
6,"Laying","fBodyBodyAccJerkMag","std",-0.951552664035088
6,"Laying","fBodyBodyGyroJerkMag","mean",-0.953695957368421
6,"Laying","fBodyBodyGyroJerkMag","std",-0.955504654561404
6,"Laying","fBodyBodyGyroMag","mean",-0.930153639473684
6,"Laying","fBodyBodyGyroMag","std",-0.928694890175439
6,"Laying","fBodyGyro","mean",-0.936615975614035
6,"Laying","fBodyGyro","std",-0.951555616959064
6,"Laying","tBodyAcc","mean",0.0350946775719298
6,"Laying","tBodyAcc","std",-0.927970116263158
6,"Laying","tBodyAccAngleGravity","mean",0.0049894390845614
6,"Laying","tBodyAccJerk","mean",0.0328303586681871
6,"Laying","tBodyAccJerk","std",-0.953220534795322
6,"Laying","tBodyAccJerkAngleGravity","mean",0.032217035422807
6,"Laying","tBodyAccJerkMag","mean",-0.954750504912281
6,"Laying","tBodyAccJerkMag","std",-0.950341934385965
6,"Laying","tBodyAccMag","mean",-0.918878850824561
6,"Laying","tBodyAccMag","std",-0.897326245964912
6,"Laying","tBodyGyro","mean",0.0213077468385965
6,"Laying","tBodyGyro","std",-0.946051684385965
6,"Laying","tBodyGyroAngleGravity","mean",0.0859389874070175
6,"Laying","tBodyGyroJerk","mean",-0.0751517293389474
6,"Laying","tBodyGyroJerk","std",-0.952606499824561
6,"Laying","tBodyGyroJerkAngleGravity","mean",-0.0350566811964912
6,"Laying","tBodyGyroJerkMag","mean",-0.955645738245614
6,"Laying","tBodyGyroJerkMag","std",-0.953157001578947
6,"Laying","tBodyGyroMag","mean",-0.908980174736842
6,"Laying","tBodyGyroMag","std",-0.920914497017544
6,"Laying","tGravityAcc","mean",0.21858388148655
6,"Laying","tGravityAcc","std",-0.925013001754386
6,"Laying","tGravityAccMag","mean",-0.918878850824561
6,"Laying","tGravityAccMag","std",-0.897326245964912
6,"Sitting","AngleGravity","mean",-0.258847956432121
6,"Sitting","fBodyAcc","mean",-0.946471311818182
6,"Sitting","fBodyAcc","std",-0.944632238787879
6,"Sitting","fBodyAccJerk","mean",-0.957436028909091
6,"Sitting","fBodyAccJerk","std",-0.960001788181818
6,"Sitting","fBodyAccMag","mean",-0.935750391272727
6,"Sitting","fBodyAccMag","std",-0.939547202909091
6,"Sitting","fBodyBodyAccJerkMag","mean",-0.948348653636364
6,"Sitting","fBodyBodyAccJerkMag","std",-0.947304700363636
6,"Sitting","fBodyBodyGyroJerkMag","mean",-0.952034566
6,"Sitting","fBodyBodyGyroJerkMag","std",-0.951196693454545
6,"Sitting","fBodyBodyGyroMag","mean",-0.929725679272727
6,"Sitting","fBodyBodyGyroMag","std",-0.929549141636364
6,"Sitting","fBodyGyro","mean",-0.93943122969697
6,"Sitting","fBodyGyro","std",-0.951878438242424
6,"Sitting","tBodyAcc","mean",0.0506865324054545
6,"Sitting","tBodyAcc","std",-0.943214720606061
6,"Sitting","tBodyAccAngleGravity","mean",0.00232762371945455
6,"Sitting","tBodyAccJerk","mean",0.0272373326137576
6,"Sitting","tBodyAccJerk","std",-0.957882038363636
6,"Sitting","tBodyAccJerkAngleGravity","mean",-0.0238156430418182
6,"Sitting","tBodyAccJerkMag","mean",-0.962733502
6,"Sitting","tBodyAccJerkMag","std",-0.948181827818182
6,"Sitting","tBodyAccMag","mean",-0.949543531272727
6,"Sitting","tBodyAccMag","std",-0.931572655636364
6,"Sitting","tBodyGyro","mean",-0.0139059859733333
6,"Sitting","tBodyGyro","std",-0.947059692484848
6,"Sitting","tBodyGyroAngleGravity","mean",0.0479272445938182
6,"Sitting","tBodyGyroJerk","mean",-0.0578728178455758
6,"Sitting","tBodyGyroJerk","std",-0.954761067454545
6,"Sitting","tBodyGyroJerkAngleGravity","mean",-0.0351476023527273
6,"Sitting","tBodyGyroJerkMag","mean",-0.962929227818182
6,"Sitting","tBodyGyroJerkMag","std",-0.950150571818182
6,"Sitting","tBodyGyroMag","mean",-0.932703812181818
6,"Sitting","tBodyGyroMag","std",-0.921259472727273
6,"Sitting","tGravityAcc","mean",0.357159255654061
6,"Sitting","tGravityAcc","std",-0.968408065454545
6,"Sitting","tGravityAccMag","mean",-0.949543531272727
6,"Sitting","tGravityAccMag","std",-0.931572655636364
6,"Standing","AngleGravity","mean",-0.168839456773684
6,"Standing","fBodyAcc","mean",-0.95010025871345
6,"Standing","fBodyAcc","std",-0.942527903099415
6,"Standing","fBodyAccJerk","mean",-0.962876507251462
6,"Standing","fBodyAccJerk","std",-0.96527099128655
6,"Standing","fBodyAccMag","mean",-0.945949804035088
6,"Standing","fBodyAccMag","std",-0.94456410754386
6,"Standing","fBodyBodyAccJerkMag","mean",-0.955914005438597
6,"Standing","fBodyBodyAccJerkMag","std",-0.95538157877193
6,"Standing","fBodyBodyGyroJerkMag","mean",-0.955425138245614
6,"Standing","fBodyBodyGyroJerkMag","std",-0.952088499473684
6,"Standing","fBodyBodyGyroMag","mean",-0.926664297017544
6,"Standing","fBodyBodyGyroMag","std",-0.923108761578947
6,"Standing","fBodyGyro","mean",-0.939375044210526
6,"Standing","fBodyGyro","std",-0.949937423976608
6,"Standing","tBodyAcc","mean",0.0500165946438597
6,"Standing","tBodyAcc","std",-0.942981241111111
6,"Standing","tBodyAccAngleGravity","mean",0.0123494545684211
6,"Standing","tBodyAccJerk","mean",0.025657225978655
6,"Standing","tBodyAccJerk","std",-0.963347384853801
6,"Standing","tBodyAccJerkAngleGravity","mean",-0.00737862488596491
6,"Standing","tBodyAccJerkMag","mean",-0.967102436140351
6,"Standing","tBodyAccJerkMag","std",-0.956099145964912
6,"Standing","tBodyAccMag","mean",-0.945022876491228
6,"Standing","tBodyAccMag","std",-0.939310249649123
6,"Standing","tBodyGyro","mean",-0.00349826745672515
6,"Standing","tBodyGyro","std",-0.945943346959064
6,"Standing","tBodyGyroAngleGravity","mean",0.0672693934912281
6,"Standing","tBodyGyroJerk","mean",-0.0656061945426901
6,"Standing","tBodyGyroJerk","std",-0.957201311345029
6,"Standing","tBodyGyroJerkAngleGravity","mean",0.0586938250175439
6,"Standing","tBodyGyroJerkMag","mean",-0.963406222982456
6,"Standing","tBodyGyroJerkMag","std",-0.952536233859649
6,"Standing","tBodyGyroMag","mean",-0.939404744385965
6,"Standing","tBodyGyroMag","std",-0.915891572982456
6,"Standing","tGravityAcc","mean",0.242935771692982
6,"Standing","tGravityAcc","std",-0.965609076783626
6,"Standing","tGravityAccMag","mean",-0.945022876491228
6,"Standing","tGravityAccMag","std",-0.939310249649123
6,"Walking","AngleGravity","mean",-0.192355088274228
6,"Walking","fBodyAcc","mean",-0.181890955178363
6,"Walking","fBodyAcc","std",-0.26466755652848
6,"Walking","fBodyAccJerk","mean",-0.255918588708772
6,"Walking","fBodyAccJerk","std",-0.256624660176023
6,"Walking","fBodyAccMag","mean",-0.201386607649123
6,"Walking","fBodyAccMag","std",-0.421683093508772
6,"Walking","fBodyBodyAccJerkMag","mean",-0.055401423331579
6,"Walking","fBodyBodyAccJerkMag","std",-0.0964999702982456
6,"Walking","fBodyBodyGyroJerkMag","mean",-0.366500534122807
6,"Walking","fBodyBodyGyroJerkMag","std",-0.408078906482456
6,"Walking","fBodyBodyGyroMag","mean",-0.329681123368421
6,"Walking","fBodyBodyGyroMag","std",-0.510648322631579
6,"Walking","fBodyGyro","mean",-0.261534866246784
6,"Walking","fBodyGyro","std",-0.453180598245614
6,"Walking","tBodyAcc","mean",0.0521534277615789
6,"Walking","tBodyAcc","std",-0.212216346521637
6,"Walking","tBodyAccAngleGravity","mean",-0.0680347059298246
6,"Walking","tBodyAccJerk","mean",0.0153620346959064
6,"Walking","tBodyAccJerk","std",-0.233491086563743
6,"Walking","tBodyAccJerkAngleGravity","mean",0.00559532819298245
6,"Walking","tBodyAccJerkMag","mean",-0.195117026052632
6,"Walking","tBodyAccJerkMag","std",-0.0706029648421053
6,"Walking","tBodyAccMag","mean",-0.166840713631579
6,"Walking","tBodyAccMag","std",-0.266734167368421
6,"Walking","tBodyGyro","mean",-0.00535832843918129
6,"Walking","tBodyGyro","std",-0.386954185087719
6,"Walking","tBodyGyroAngleGravity","mean",-0.0510580447719298
6,"Walking","tBodyGyroJerk","mean",-0.0593599115385965
6,"Walking","tBodyGyroJerk","std",-0.255225200639181
6,"Walking","tBodyGyroJerkAngleGravity","mean",-0.0818817931526316
6,"Walking","tBodyGyroJerkMag","mean",-0.321290483140351
6,"Walking","tBodyGyroJerkMag","std",-0.364708342315789
6,"Walking","tBodyGyroMag","mean",-0.281207841122807
6,"Walking","tBodyGyroMag","std",-0.36560291677193
6,"Walking","tGravityAcc","mean",0.258853828497076
6,"Walking","tGravityAcc","std",-0.966411163450292
6,"Walking","tGravityAccMag","mean",-0.166840713631579
6,"Walking","tGravityAccMag","std",-0.266734167368421
6,"Walking_Downstairs","AngleGravity","mean",-0.182448002005903
6,"Walking_Downstairs","fBodyAcc","mean",0.130159029649306
6,"Walking_Downstairs","fBodyAcc","std",0.0935344312638889
6,"Walking_Downstairs","fBodyAccJerk","mean",-0.00310958717013889
6,"Walking_Downstairs","fBodyAccJerk","std",0.0136122851395278
6,"Walking_Downstairs","fBodyAccMag","mean",0.395958034583333
6,"Walking_Downstairs","fBodyAccMag","std",0.1446227570625
6,"Walking_Downstairs","fBodyBodyAccJerkMag","mean",0.243834258785417
6,"Walking_Downstairs","fBodyBodyAccJerkMag","std",0.15480886140625
6,"Walking_Downstairs","fBodyBodyGyroJerkMag","mean",-0.132705384364583
6,"Walking_Downstairs","fBodyBodyGyroJerkMag","std",-0.145733545496458
6,"Walking_Downstairs","fBodyBodyGyroMag","mean",-0.0143735434
6,"Walking_Downstairs","fBodyBodyGyroMag","std",-0.242353857320833
6,"Walking_Downstairs","fBodyGyro","mean",0.0286297962923611
6,"Walking_Downstairs","fBodyGyro","std",-0.265954384515972
6,"Walking_Downstairs","tBodyAcc","mean",0.0500996872914583
6,"Walking_Downstairs","tBodyAcc","std",0.141214122013264
6,"Walking_Downstairs","tBodyAccAngleGravity","mean",-0.0453085168958333
6,"Walking_Downstairs","tBodyAccJerk","mean",0.0347444985356944
6,"Walking_Downstairs","tBodyAccJerk","std",0.0349992593722222
6,"Walking_Downstairs","tBodyAccJerkAngleGravity","mean",-0.0358369679166667
6,"Walking_Downstairs","tBodyAccJerkMag","mean",0.10384507225
6,"Walking_Downstairs","tBodyAccJerkMag","std",0.209502174375
6,"Walking_Downstairs","tBodyAccMag","mean",0.333754731458333
6,"Walking_Downstairs","tBodyAccMag","std",0.373611914166667
6,"Walking_Downstairs","tBodyGyro","mean",-0.0144202350367361
6,"Walking_Downstairs","tBodyGyro","std",-0.160537738751389
6,"Walking_Downstairs","tBodyGyroAngleGravity","mean",0.312706787791667
6,"Walking_Downstairs","tBodyGyroJerk","mean",-0.0465590266125
6,"Walking_Downstairs","tBodyGyroJerk","std",0.0130122965222222
6,"Walking_Downstairs","tBodyGyroJerkAngleGravity","mean",-0.207129263041667
6,"Walking_Downstairs","tBodyGyroJerkMag","mean",-0.0829366854166667
6,"Walking_Downstairs","tBodyGyroJerkMag","std",-0.111228416159583
6,"Walking_Downstairs","tBodyGyroMag","mean",0.0142677821595833
6,"Walking_Downstairs","tBodyGyroMag","std",-0.0426276750979167
6,"Walking_Downstairs","tGravityAcc","mean",0.237135101262083
6,"Walking_Downstairs","tGravityAcc","std",-0.940787545069444
6,"Walking_Downstairs","tGravityAccMag","mean",0.333754731458333
6,"Walking_Downstairs","tGravityAccMag","std",0.373611914166667
6,"Walking_Upstairs","AngleGravity","mean",-0.108684827086928
6,"Walking_Upstairs","fBodyAcc","mean",-0.153506654190196
6,"Walking_Upstairs","fBodyAcc","std",-0.0759613233353595
6,"Walking_Upstairs","fBodyAccJerk","mean",-0.305706326724837
6,"Walking_Upstairs","fBodyAccJerk","std",-0.258490057421569
6,"Walking_Upstairs","fBodyAccMag","mean",-0.0819479396203922
6,"Walking_Upstairs","fBodyAccMag","std",-0.222161433666667
6,"Walking_Upstairs","fBodyBodyAccJerkMag","mean",-0.169868234496078
6,"Walking_Upstairs","fBodyBodyAccJerkMag","std",-0.177734840922353
6,"Walking_Upstairs","fBodyBodyGyroJerkMag","mean",-0.45923633377451
6,"Walking_Upstairs","fBodyBodyGyroJerkMag","std",-0.455937719019608
6,"Walking_Upstairs","fBodyBodyGyroMag","mean",-0.230627015078431
6,"Walking_Upstairs","fBodyBodyGyroMag","std",-0.318173892545098
6,"Walking_Upstairs","fBodyGyro","mean",-0.163710999602614
6,"Walking_Upstairs","fBodyGyro","std",-0.337954928196078
6,"Walking_Upstairs","tBodyAcc","mean",0.0396347926022222
6,"Walking_Upstairs","tBodyAcc","std",-0.07145947214
6,"Walking_Upstairs","tBodyAccAngleGravity","mean",0.00864138094705883
6,"Walking_Upstairs","tBodyAccJerk","mean",0.0244806728006536
6,"Walking_Upstairs","tBodyAccJerk","std",-0.260843769668562
6,"Walking_Upstairs","tBodyAccJerkAngleGravity","mean",0.00321117401960784
6,"Walking_Upstairs","tBodyAccJerkMag","mean",-0.207379799254902
6,"Walking_Upstairs","tBodyAccJerkMag","std",-0.169970363039216
6,"Walking_Upstairs","tBodyAccMag","mean",0.0177790974433333
6,"Walking_Upstairs","tBodyAccMag","std",-0.0791508842176471
6,"Walking_Upstairs","tBodyGyro","mean",-0.0207384929561438
6,"Walking_Upstairs","tBodyGyro","std",-0.273891268976471
6,"Walking_Upstairs","tBodyGyroAngleGravity","mean",0.128194466470588
6,"Walking_Upstairs","tBodyGyroJerk","mean",-0.056217663177451
6,"Walking_Upstairs","tBodyGyroJerk","std",-0.281357401853856
6,"Walking_Upstairs","tBodyGyroJerkAngleGravity","mean",-0.0993653566196078
6,"Walking_Upstairs","tBodyGyroJerkMag","mean",-0.342895367921569
6,"Walking_Upstairs","tBodyGyroJerkMag","std",-0.440079851313725
6,"Walking_Upstairs","tBodyGyroMag","mean",-0.12912124415098
6,"Walking_Upstairs","tBodyGyroMag","std",-0.199893710196078
6,"Walking_Upstairs","tGravityAcc","mean",0.184812912101961
6,"Walking_Upstairs","tGravityAcc","std",-0.926165486797386
6,"Walking_Upstairs","tGravityAccMag","mean",0.0177790974433333
6,"Walking_Upstairs","tGravityAccMag","std",-0.0791508842176471
7,"Laying","AngleGravity","mean",-0.134528133538462
7,"Laying","fBodyAcc","mean",-0.951409948012821
7,"Laying","fBodyAcc","std",-0.935806376410256
7,"Laying","fBodyAccJerk","mean",-0.974149891153846
7,"Laying","fBodyAccJerk","std",-0.978173105192308
7,"Laying","fBodyAccMag","mean",-0.927976880634615
7,"Laying","fBodyAccMag","std",-0.910542462919231
7,"Laying","fBodyBodyAccJerkMag","mean",-0.968066259230769
7,"Laying","fBodyBodyAccJerkMag","std",-0.965359228076923
7,"Laying","fBodyBodyGyroJerkMag","mean",-0.974117912115385
7,"Laying","fBodyBodyGyroJerkMag","std",-0.969403035384615
7,"Laying","fBodyBodyGyroMag","mean",-0.941130719230769
7,"Laying","fBodyBodyGyroMag","std",-0.918892518653846
7,"Laying","fBodyGyro","mean",-0.956053355448718
7,"Laying","fBodyGyro","std",-0.953650846858974
7,"Laying","tBodyAcc","mean",0.042791501924359
7,"Laying","tBodyAcc","std",-0.938584881538462
7,"Laying","tBodyAccAngleGravity","mean",0.0364477050365385
7,"Laying","tBodyAccJerk","mean",0.036262476116859
7,"Laying","tBodyAccJerk","std",-0.975684660192308
7,"Laying","tBodyAccJerkAngleGravity","mean",0.0199228239403846
7,"Laying","tBodyAccJerkMag","mean",-0.980127239615385
7,"Laying","tBodyAccJerkMag","std",-0.967310932307692
7,"Laying","tBodyAccMag","mean",-0.936392023846154
7,"Laying","tBodyAccMag","std",-0.907039513153846
7,"Laying","tBodyGyro","mean",0.00649597186019231
7,"Laying","tBodyGyro","std",-0.953497882820513
7,"Laying","tBodyGyroAngleGravity","mean",0.0630163120384615
7,"Laying","tBodyGyroJerk","mean",-0.0696747218429487
7,"Laying","tBodyGyroJerk","std",-0.979730946025641
7,"Laying","tBodyGyroJerkAngleGravity","mean",0.0486243772639231
7,"Laying","tBodyGyroJerkMag","mean",-0.983008829038462
7,"Laying","tBodyGyroJerkMag","std",-0.971205137884615
7,"Laying","tBodyGyroMag","mean",-0.915793634807692
7,"Laying","tBodyGyroMag","std",-0.918662459038462
7,"Laying","tGravityAcc","mean",0.266055950320513
7,"Laying","tGravityAcc","std",-0.943891267916667
7,"Laying","tGravityAccMag","mean",-0.936392023846154
7,"Laying","tGravityAccMag","std",-0.907039513153846
7,"Sitting","AngleGravity","mean",-0.291576821561806
7,"Sitting","fBodyAcc","mean",-0.936287699513889
7,"Sitting","fBodyAcc","std",-0.907197404930556
7,"Sitting","fBodyAccJerk","mean",-0.973321453888889
7,"Sitting","fBodyAccJerk","std",-0.976846839652778
7,"Sitting","fBodyAccMag","mean",-0.90895677625
7,"Sitting","fBodyAccMag","std",-0.88691563825
7,"Sitting","fBodyBodyAccJerkMag","mean",-0.970954184166667
7,"Sitting","fBodyBodyAccJerkMag","std",-0.9684948675
7,"Sitting","fBodyBodyGyroJerkMag","mean",-0.978634991458333
7,"Sitting","fBodyBodyGyroJerkMag","std",-0.97496593875
7,"Sitting","fBodyBodyGyroMag","mean",-0.933081955208333
7,"Sitting","fBodyBodyGyroMag","std",-0.895804978125
7,"Sitting","fBodyGyro","mean",-0.949243251666667
7,"Sitting","fBodyGyro","std",-0.940265720208333
7,"Sitting","tBodyAcc","mean",0.0491996879543056
7,"Sitting","tBodyAcc","std",-0.9128853381875
7,"Sitting","tBodyAccAngleGravity","mean",0.01363659838625
7,"Sitting","tBodyAccJerk","mean",0.03157957848
7,"Sitting","tBodyAccJerk","std",-0.974624415763889
7,"Sitting","tBodyAccJerkAngleGravity","mean",-0.03875147675625
7,"Sitting","tBodyAccJerkMag","mean",-0.976559676458333
7,"Sitting","tBodyAccJerkMag","std",-0.970243274166667
7,"Sitting","tBodyAccMag","mean",-0.918432107083333
7,"Sitting","tBodyAccMag","std",-0.881957619770833
7,"Sitting","tBodyGyro","mean",-0.0191007570376389
7,"Sitting","tBodyGyro","std",-0.941005499444444
7,"Sitting","tBodyGyroAngleGravity","mean",-0.0183698506666667
7,"Sitting","tBodyGyroJerk","mean",-0.0596388926416667
7,"Sitting","tBodyGyroJerk","std",-0.978782797222222
7,"Sitting","tBodyGyroJerkAngleGravity","mean",-0.0327575471666667
7,"Sitting","tBodyGyroJerkMag","mean",-0.981665122291667
7,"Sitting","tBodyGyroJerkMag","std",-0.976214430208333
7,"Sitting","tBodyGyroMag","mean",-0.897870535
7,"Sitting","tBodyGyroMag","std",-0.898063314375
7,"Sitting","tGravityAcc","mean",0.346733305290278
7,"Sitting","tGravityAcc","std",-0.923707077777778
7,"Sitting","tGravityAccMag","mean",-0.918432107083333
7,"Sitting","tGravityAccMag","std",-0.881957619770833
7,"Standing","AngleGravity","mean",-0.199041217628931
7,"Standing","fBodyAcc","mean",-0.952372045974843
7,"Standing","fBodyAcc","std",-0.93733963427673
7,"Standing","fBodyAccJerk","mean",-0.970572607421384
7,"Standing","fBodyAccJerk","std",-0.973371027924528
7,"Standing","fBodyAccMag","mean",-0.945611450377358
7,"Standing","fBodyAccMag","std",-0.93728796509434
7,"Standing","fBodyBodyAccJerkMag","mean",-0.967417888301887
7,"Standing","fBodyBodyAccJerkMag","std",-0.969092161886792
7,"Standing","fBodyBodyGyroJerkMag","mean",-0.973671168679245
7,"Standing","fBodyBodyGyroJerkMag","std",-0.971899418301887
7,"Standing","fBodyBodyGyroMag","mean",-0.93870498490566
7,"Standing","fBodyBodyGyroMag","std",-0.919848139056604
7,"Standing","fBodyGyro","mean",-0.950945121761006
7,"Standing","fBodyGyro","std",-0.949349850125786
7,"Standing","tBodyAcc","mean",0.0561238916698113
7,"Standing","tBodyAcc","std",-0.939924220251572
7,"Standing","tBodyAccAngleGravity","mean",0.0102468976660377
7,"Standing","tBodyAccJerk","mean",0.0237654951400629
7,"Standing","tBodyAccJerk","std",-0.971424735849057
7,"Standing","tBodyAccJerkAngleGravity","mean",-0.0238336055150943
7,"Standing","tBodyAccJerkMag","mean",-0.973381306226415
7,"Standing","tBodyAccJerkMag","std",-0.968566356037736
7,"Standing","tBodyAccMag","mean",-0.942724659245283
7,"Standing","tBodyAccMag","std",-0.933590156792453
7,"Standing","tBodyGyro","mean",-0.00716245517918239
7,"Standing","tBodyGyro","std",-0.948841803836478
7,"Standing","tBodyGyroAngleGravity","mean",-0.075886457490566
7,"Standing","tBodyGyroJerk","mean",-0.0619909096509434
7,"Standing","tBodyGyroJerk","std",-0.973662648616352
7,"Standing","tBodyGyroJerkAngleGravity","mean",-0.00760634756603773
7,"Standing","tBodyGyroJerkMag","mean",-0.977377083018868
7,"Standing","tBodyGyroJerkMag","std",-0.97210793
7,"Standing","tBodyGyroMag","mean",-0.943425564528302
7,"Standing","tBodyGyroMag","std",-0.918438958867924
7,"Standing","tGravityAcc","mean",0.263154755622642
7,"Standing","tGravityAcc","std",-0.964413839119497
7,"Standing","tGravityAccMag","mean",-0.942724659245283
7,"Standing","tGravityAccMag","std",-0.933590156792453
7,"Walking","AngleGravity","mean",-0.140015270935673
7,"Walking","fBodyAcc","mean",-0.122873866942865
7,"Walking","fBodyAcc","std",-0.110813301081345
7,"Walking","fBodyAccJerk","mean",-0.204466352665205
7,"Walking","fBodyAccJerk","std",-0.199752692078363
7,"Walking","fBodyAccMag","mean",-0.151243649578947
7,"Walking","fBodyAccMag","std",-0.351706780526316
7,"Walking","fBodyBodyAccJerkMag","mean",-0.0384187298547368
7,"Walking","fBodyBodyAccJerkMag","std",-0.022138358
7,"Walking","fBodyBodyGyroJerkMag","mean",-0.155339855862632
7,"Walking","fBodyBodyGyroJerkMag","std",-0.0841663774087719
7,"Walking","fBodyBodyGyroMag","mean",-0.192909765467895
7,"Walking","fBodyBodyGyroMag","std",-0.343894914947368
7,"Walking","fBodyGyro","mean",-0.279031803332749
7,"Walking","fBodyGyro","std",-0.439248217976608
7,"Walking","tBodyAcc","mean",0.0486756871538012
7,"Walking","tBodyAcc","std",-0.0816246045152047
7,"Walking","tBodyAccAngleGravity","mean",-0.0236143875614035
7,"Walking","tBodyAccJerk","mean",0.029179560694152
7,"Walking","tBodyAccJerk","std",-0.183419878454269
7,"Walking","tBodyAccJerkAngleGravity","mean",-0.00538084219298246
7,"Walking","tBodyAccJerkMag","mean",-0.192948900438596
7,"Walking","tBodyAccJerkMag","std",-0.027557329277193
7,"Walking","tBodyAccMag","mean",-0.0978090439438596
7,"Walking","tBodyAccMag","std",-0.198554708385965
7,"Walking","tBodyGyro","mean",-0.00577085339847953
7,"Walking","tBodyGyro","std",-0.376808452578947
7,"Walking","tBodyGyroAngleGravity","mean",-0.0526936636491228
7,"Walking","tBodyGyroJerk","mean",-0.0726673706851228
7,"Walking","tBodyGyroJerk","std",-0.281368892990058
7,"Walking","tBodyGyroJerkAngleGravity","mean",0.0538950093298246
7,"Walking","tBodyGyroJerkMag","mean",-0.300022779964912
7,"Walking","tBodyGyroJerkMag","std",-0.0953401161070176
7,"Walking","tBodyGyroMag","mean",-0.305959351403509
7,"Walking","tBodyGyroMag","std",-0.19828316695614
7,"Walking","tGravityAcc","mean",0.204207514855561
7,"Walking","tGravityAcc","std",-0.967138399005848
7,"Walking","tGravityAccMag","mean",-0.0978090439438596
7,"Walking","tGravityAccMag","std",-0.198554708385965
7,"Walking_Downstairs","AngleGravity","mean",-0.15779939202695
7,"Walking_Downstairs","fBodyAcc","mean",-0.0800585673404255
7,"Walking_Downstairs","fBodyAcc","std",-0.0724325180141844
7,"Walking_Downstairs","fBodyAccJerk","mean",-0.214418027234752
7,"Walking_Downstairs","fBodyAccJerk","std",-0.242138651744681
7,"Walking_Downstairs","fBodyAccMag","mean",0.218911066191489
7,"Walking_Downstairs","fBodyAccMag","std",0.0214440976893617
7,"Walking_Downstairs","fBodyBodyAccJerkMag","mean",0.067389886106383
7,"Walking_Downstairs","fBodyBodyAccJerkMag","std",0.107856840302128
7,"Walking_Downstairs","fBodyBodyGyroJerkMag","mean",-0.289096677191489
7,"Walking_Downstairs","fBodyBodyGyroJerkMag","std",-0.353544695678723
7,"Walking_Downstairs","fBodyBodyGyroMag","mean",-0.255045057404255
7,"Walking_Downstairs","fBodyBodyGyroMag","std",-0.396909651702128
7,"Walking_Downstairs","fBodyGyro","mean",-0.284448270205674
7,"Walking_Downstairs","fBodyGyro","std",-0.426522923609929
7,"Walking_Downstairs","tBodyAcc","mean",0.0555785113716312
7,"Walking_Downstairs","tBodyAcc","std",-0.045245919137234
7,"Walking_Downstairs","tBodyAccAngleGravity","mean",-0.0386153597021277
7,"Walking_Downstairs","tBodyAccJerk","mean",0.0205824905652482
7,"Walking_Downstairs","tBodyAccJerk","std",-0.204961346684043
7,"Walking_Downstairs","tBodyAccJerkAngleGravity","mean",-0.0307260213404255
7,"Walking_Downstairs","tBodyAccJerkMag","mean",-0.170319619372979
7,"Walking_Downstairs","tBodyAccJerkMag","std",0.0901836280510638
7,"Walking_Downstairs","tBodyAccMag","mean",0.0198795285851064
7,"Walking_Downstairs","tBodyAccMag","std",0.214544028088723
7,"Walking_Downstairs","tBodyGyro","mean",-0.0127441015084397
7,"Walking_Downstairs","tBodyGyro","std",-0.367140549198582
7,"Walking_Downstairs","tBodyGyroAngleGravity","mean",0.259901814042553
7,"Walking_Downstairs","tBodyGyroJerk","mean",-0.0589549043659574
7,"Walking_Downstairs","tBodyGyroJerk","std",-0.411817198353191
7,"Walking_Downstairs","tBodyGyroJerkAngleGravity","mean",-0.100218023523404
7,"Walking_Downstairs","tBodyGyroJerkMag","mean",-0.399229959148936
7,"Walking_Downstairs","tBodyGyroJerkMag","std",-0.29477867693617
7,"Walking_Downstairs","tBodyGyroMag","mean",-0.18874081887234
7,"Walking_Downstairs","tBodyGyroMag","std",-0.259751603446809
7,"Walking_Downstairs","tGravityAcc","mean",0.215272140385816
7,"Walking_Downstairs","tGravityAcc","std",-0.948770375177305
7,"Walking_Downstairs","tGravityAccMag","mean",0.0198795285851064
7,"Walking_Downstairs","tGravityAccMag","std",0.214544028088723
7,"Walking_Upstairs","AngleGravity","mean",0.0138161569019608
7,"Walking_Upstairs","fBodyAcc","mean",-0.345083656993464
7,"Walking_Upstairs","fBodyAcc","std",-0.2486026362
7,"Walking_Upstairs","fBodyAccJerk","mean",-0.52449602627451
7,"Walking_Upstairs","fBodyAccJerk","std",-0.531028312352941
7,"Walking_Upstairs","fBodyAccMag","mean",-0.378618761568627
7,"Walking_Upstairs","fBodyAccMag","std",-0.415307106666667
7,"Walking_Upstairs","fBodyBodyAccJerkMag","mean",-0.45478324745098
7,"Walking_Upstairs","fBodyBodyAccJerkMag","std",-0.497441363137255
7,"Walking_Upstairs","fBodyBodyGyroJerkMag","mean",-0.673327281960784
7,"Walking_Upstairs","fBodyBodyGyroJerkMag","std",-0.704090967843137
7,"Walking_Upstairs","fBodyBodyGyroMag","mean",-0.533982945882353
7,"Walking_Upstairs","fBodyBodyGyroMag","std",-0.444994481882353
